cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00115,.000075,,139,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003475,.000075,,138,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001425,.0001,,137,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.00005,,136,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00235,.00005,,135,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001525,.0002,,134,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001025,.00005,,133,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0072,0,,132,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0061,.00015,,131,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0012,.00015,,130,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00005,0,,13,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.000025,,129,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00245,0,,128,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0012,.000075,,127,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0086,.000075,,126,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.025875,.00005,,125,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00135,0,,124,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0032,.00005,,123,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.01705,0,,122,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001775,.000025,,121,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0018,0,,120,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000025,0,,12,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00925,0,,119,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0018,.000025,,118,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0027,0,,117,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00835,.00005,,116,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002725,.000075,,115,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001375,.00005,,114,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.006525,.00005,,113,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0036,.00005,,112,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002225,0,,111,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005375,.000025,,110,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000125,0,,11,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0039,.000025,,109,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001775,.000025,,108,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003,0,,107,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002375,0,,106,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001325,0,,105,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002775,0,,104,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0046,0,,103,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00365,0,,102,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001575,0,,101,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00295,.000025,,100,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00015,0,,10,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000125,0,,1,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000025,0,,0,16:34:03  2 Oct 2020,40000
